Aff,Neg,Judge,Result,"Aff								Points","Neg								Points"
Michigan DN,Georgetown GN,Allison Harper,Neg,"Alex N																																																												28																																																																												Bennett D																																																												29","Josh G																																																												29																																																																												Ernest N																																																												29"
Wyoming KP,Kansas State SW,Derek Hilligoss,Aff,"Mack K																																																												29																																																																												Ec P																																																												29","Sarah S																																																												29																																																																												Caleb W																																																												29"
Emory GK,Kansas MR,Douglas Husic,Aff,"Eugenia G																																																												30																																																																												Grace K																																																												30","Nate M																																																												29																																																																												Graham R																																																												29"
Minnesota GJ,Emory DM,Lauren Johnson,Aff,"Matthew G																																																												28																																																																												Nolan J																																																												28","Jack M																																																												28																																																																												Cyprian D																																																												28"
Rochester AM,UC Berkeley FQ,Will Katz,Aff,"Ben M																																																												29																																																																												Ali A																																																												29","Nick F																																																												29																																																																												Daniel Q																																																												29"
UC Berkeley WB,Southern California KS,David Kilpatrick,Neg,"Katie W																																																												29																																																																												Julian B																																																												29","Julian K																																																												29																																																																												Kevin S																																																												29"
Minnesota DH,Western Washington AH,Gabby Knight,Neg,"Syd H																																																												29																																																																												Ryan D																																																												29","Cameron A																																																												29																																																																												Lydia H																																																												29"
Johnson County Community BB,Georgetown AG,Josh Lamet,Aff,"Thomas B																																																												29																																																																												Travis B																																																												29","Ethan G																																																												29																																																																												Kelly A																																																												29"
George Mason DH,UT Dallas LM,Edward Lee,Neg,"Jack D																																																												28																																																																												Richard H																																																												28","Storm L																																																												28																																																																												Hasan M																																																												29"
Pittsburgh OM,Kansas SM,Chris Loghry,Aff,"Kwudjwa O																																																												29																																																																												Christian M																																																												29","William S																																																												29																																																																												Zaki M																																																												29"
Wake Forest WA,Kentucky MW,Nyx Moore,Aff,"DJ W																																																												30																																																																												Brianna A																																																												30","Marcus W																																																												29																																																																												Lauren M																																																												29"
Kentucky DG,Michigan PS,Gabriel Morbeck,Neg,"David G																																																												29																																																																												Jordan D																																																												29","Brandon S																																																												29																																																																												Kelly P																																																												29"
Michigan MM,Texas DW,Eric Morris,Neg,"jeremy m																																																												29																																																																												Ethan M																																																												29","Zachary W																																																												29																																																																												Het D																																																												29"
Emory PR,Northwestern LS,Lauren Pepper,Aff,"Andrew P																																																												29																																																																												Shreyas R																																																												29","Jack L																																																												29																																																																												Nikola (Nik) S																																																												29"
Michigan RV,Wake Forest PW,Jackie Poapst,Aff,"Thomas V																																																												29																																																																												KJ R																																																												29","Alex W																																																												29																																																																												Dimarvin P																																																												29"
Northwestern FW,Michigan PR,Armands Revelins,Aff,"Nina F																																																												30																																																																												Timothy W																																																												29","Rafael P																																																												29																																																																												Giorgio R																																																												29"
Wayne State/West Georgia RF,Missouri State RP,Brian Rubaie,Neg,"Irshad R																																																												29																																																																												Robin F																																																												29","Peyton R																																																												29																																																																												Jessica P																																																												29"
Emporia State KS,Wayne State BR,Tyler Snelling,Aff,"Keryk K																																																												29																																																																												Niko S																																																												29","Brandon R																																																												29																																																																												Luke B																																																												29"
Emory RH,Minnesota FR,Maggie Solice,Aff,"Elijah R																																																												29																																																																												Catherine H																																																												29","Josiah F																																																												29																																																																												Bryce R																																																												29"
George Mason AS,Weber State BT,Rebecca Steiner,Aff,"Mary Beth A																																																												28																																																																												Devon S																																																												28","Bailey B																																																												28																																																																												Zoe T																																																												28"
Wake Forest BD,Kansas SS,Michelle Thomas,Neg,"Ana B																																																												29																																																																												Ari D																																																												29","Ryan S																																																												29																																																																												Jet S																																																												29"
Indiana/Columbia Policy GD,Fullerton GM,John Turner,Aff,"Amadea D																																																												28																																																																												Mehul G																																																												29","Isaak G																																																												28																																																																												Jonathan M																																																												28"
Southern California NK,Houston FL,Hayden Uihlein,Neg,"Olivia N																																																												29																																																																												Ryan K																																																												29","Patrick F																																																												29																																																																												Gabrielle L																																																												29"
Binghamton PP,Cal State Fullerton BW,Reed Van Schenck,Neg,,
Kentucky DW,Missouri State LH,Alaina Walberg,Neg,"Dashiell W																																																												29																																																																												Sophia D																																																												29","Brenden L																																																												28																																																																												Mika H																																																												29"
Michigan State AM,Harvard AF,Heather Walters,Neg,"Duvall A																																																												29																																																																												Piper M																																																												29","Kenji A																																																												29																																																																												Anna F																																																												29"
Iowa CP,Harvard/Amherst GM,Jefferson Yahom,Neg,"Ryan C																																																												29																																																																												Maddie P																																																												29","Chris G																																																												29																																																																												Rishi M																																																												29"
Minnesota AS,Cornell AL,Matt Zhu,Aff,"Abbie A																																																												28																																																																												Kevin S																																																												28","Zion A																																																												28																																																																												Richard L																																																												28"
,George Mason BG,,Neg BYE,Neg BYE,
