Aff,Neg,Judge,Result,"Aff								Points","Neg								Points"
UNLV BS,Indiana HO,Jamie Snoddy,Aff,"Brett B																																																												28																																																																												Julia S																																																												29","Janet O																																																												28																																																																												Payton H																																																												29"
Binghamton SC,George Mason SS,Ignacio Evans,Neg,"Stefan S																																																												29																																																																												Denise C																																																												29","Patrick S																																																												29																																																																												Devon S																																																												29"
Michigan HM,Georgetown AK,Douglas Husic,Aff,"Ben M																																																												29																																																																												Joshua H																																																												29","Ben A																																																												28																																																																												Haritha K																																																												28"
Kansas State FT,UNLV RR,Marquis Ard,Neg,"Ben T																																																												29																																																																												Garrison F																																																												29","Allie R																																																												29																																																																												Max R																																																												29"
Michigan DN,Kentucky BL,Michael Cerny,Neg,"Alex N																																																												29																																																																												Bennett D																																																												29","Christopher L																																																												29																																																																												Lex B																																																												29"
Kansas SM,Rutgers-Newark SO,Nicolas Juarez,Aff,"Michael S																																																												29																																																																												Mickey M																																																												29","Temitope O																																																												29																																																																												Christal S																																																												28"
Emory BR,Texas DW,Jackie Poapst,Neg,"Ramis B																																																												29																																																																												Elijah R																																																												29","Zachary W																																																												29																																																																												Het D																																																												29"
Emory DH,Georgia WK,Nick Charles,Neg,"Catherine H																																																												28																																																																												Jessie D																																																												28","Eshaan K																																																												28																																																																												Daniel W																																																												29"
Missouri State HR,Minnesota PS,Clyde Shepherd,Neg,"Peyton R																																																												28																																																																												Mika H																																																												28","Elise S																																																												29																																																																												Caleb P																																																												28"
Trinity GN,Dartmouth TV,Kaylee Kohlmaier,Aff,"Sam G																																																												29																																																																												Kenneth N																																																												29","Raam T																																																												29																																																																												Tyler V																																																												29"
Wake Forest BD,UC Berkeley EE,Erik Mathis,Neg,"Ana B																																																												29																																																																												Ari D																																																												29","Michael E																																																												29																																																																												Mark E																																																												29"
Indiana SG,Wayne State RM,Faroz Mujir,Aff,"Mehul G																																																												29																																																																												Nadia S																																																												30","Kiara R																																																												30																																																																												Tatianna M																																																												29"
Kansas ME,Missouri State LP,James Taylor,Aff,"Gabriel E																																																												28																																																																												Jon M																																																												29","Brenden L																																																												28																																																																												Jessica P																																																												29"
Liberty WW,Wichita State BM,Gerrit Hansen,Neg,"Ryan W																																																												28																																																																												Justice W																																																												28","Kayla B																																																												29																																																																												Connor M																																																												29"
Kentucky DW,Missouri State KW,Abby Schirmer,Aff,"Dashiell W																																																												29																																																																												Sophia D																																																												29","Zach K																																																												29																																																																												Michael W																																																												29"
Dartmouth WL,Purdue JS,Caitlyn Wicks,Aff,"Victor W																																																												30																																																																												Zoella L																																																												29","Imaan S																																																												29																																																																												Daniel J																																																												29"
Missouri State AS,Wyoming RT,Moriah Wierschem,Aff,"Colton S																																																												29																																																																												Derek A																																																												29","Riley T																																																												29																																																																												Kiana R																																																												29"
Georgetown BM,Emory NP,Dallas Perkins,Aff,"David B																																																												29																																																																												Katherine M																																																												29","Manny N																																																												29																																																																												Jacob P																																																												29"
Emory PR,Cal State Fullerton BW,Christopher Jackson,Aff,"Andrew P																																																												29																																																																												Shreyas R																																																												29","Jared B																																																												29																																																																												Vontrez W																																																												29"
Kansas State CT,UMass Amherst Policy CM,Jefferson Yahom,Neg,"Danniel C																																																												29																																																																												Trevor T																																																												29","Rishi M																																																												29																																																																												David C																																																												29"
Northwestern FL,Rutgers-Newark HA,Victoria Yonter,Neg,"Stephen L																																																												29																																																																												Nina F																																																												29","David A																																																												30																																																																												ryan h																																																												29"
Emory GK,Michigan PR,Genevieve Hackman,Aff,"Eugenia G																																																												30																																																																												Grace K																																																												30","Rafael P																																																												30																																																																												Giorgio R																																																												29"
Binghamton MA,Georgetown AG,Jesse Keleman,Neg,"Kate M																																																												29																																																																												Ronak A																																																												29","Ethan G																																																												29																																																																												Kelly A																																																												29"
Harvard/Amherst College Policy BW,Rutgers-Newark KB,Max Bugrov,Aff,"Suchetas B																																																												29																																																																												Spencer W																																																												29","Zohaib K																																																												29																																																																												Saied B																																																												28"
Southern California KN,Harvard SU,Jesse Smith,Neg,"Olivia N																																																												29																																																																												Sarah K																																																												29","Roman U																																																												29																																																																												Rohan S																																																												29"
Georgetown CL,Emory GM,Hannah Call,Neg,"Kieran L																																																												28																																																																												Becky C																																																												28","Henry M																																																												29																																																																												Adrian G																																																												29"
George Mason BG,Dartmouth WK,John Dellamore,Aff,"Ky B																																																												28																																																																												Noah G																																																												28","Hannah K																																																												28																																																																												Dylan W																																																												28"
Dartmouth GS,Missouri State GE,David Kilpatrick,Aff,"Ali S																																																												29																																																																												Madeline G																																																												29","Clayton E																																																												29																																																																												Oliver G																																																												28"
Louisville BY,Texas CM,Sydney Pasquinelli,Neg,"Deontrey Y																																																												29																																																																												Raveen B																																																												29","Mason M																																																												29																																																																												Will C																																																												29"
Georgetown EN,Baylor LS,Carlos Astacio,Aff,"Ernest N																																																												28																																																																												David E																																																												28","Collin S																																																												28																																																																												Chase L																																																												28"
Kansas BF,Iowa BR,Natalie Bennie,Aff,"Ross F																																																												29																																																																												Azja B																																																												29","Spencer R																																																												29																																																																												Elizabeth B																																																												29"
Georgetown CG,Michigan PS,Julia Henry,Neg,"Eric C																																																												28																																																																												Josh G																																																												28","Brandon S																																																												29																																																																												Kelly P																																																												29"
Minnesota FM,Dartmouth KH,Lauren Pepper,Neg,"Peter M																																																												29																																																																												Jordan F																																																												29","Eric H																																																												29																																																																												Rem K																																																												29"
Minnesota GP,NYU ST,Cecilia Cerja,Neg,"Matthew G																																																												29																																																																												Owen P																																																												28","Alex S																																																												29																																																																												Eugene T																																																												29"
Samford GT,UC Berkeley BS,Kevin Clarke,Aff,"Alyssa G																																																												29																																																																												Joey T																																																												29","Ollie B																																																												28																																																																												Mary S																																																												28"
Kansas PS,Georgia WA,Jazmine Pickens,Aff,"Jet S																																																												29																																																																												Raina P																																																												29","Josh W																																																												29																																																																												Zach A																																																												29"
Pittsburgh PS,Liberty CR,Beau Larsen,Neg,"Parth S																																																												29																																																																												Lucas P																																																												28","Morgan C																																																												29																																																																												Natalie R																																																												28"
Texas HA,UT Dallas WB,Emily Mendelson,Neg,"Nikhil A																																																												28																																																																												Samantha H																																																												28","Alex B																																																												28																																																																												Solomon W																																																												29"
Harvard AF,Samford EG,Rebecca Steiner,Neg,"Kenji A																																																												29																																																																												Anna F																																																												29","Sawyer E																																																												29																																																																												Maddox G																																																												29"
Georgetown MW,Wayne State GR,Aaron Kall,Aff,"Zidao W																																																												29																																																																												Bernard M																																																												29","Irshad R																																																												28																																																																												Anton G																																																												28"
Wayne State RB,Michigan RV,Jason Regnier,Neg,"Brandon R																																																												28																																																																												Luke B																																																												28","Thomas V																																																												30																																																																												KJ R																																																												29"
Kentucky KM,Central Oklahoma RW,Brianna Thomas,Aff,"Saturn K																																																												29																																																																												Lauren M																																																												29","Kyle W																																																												28																																																																												Joshua R																																																												28"
Kansas PO,West Georgia DS,Rob Glass,Aff,"Lily O																																																												29																																																																												Jimin P																																																												29","Deon D																																																												29																																																																												Regina S																																																												29"
