Aff,Neg,Judge,Result,"Aff								Points","Neg								Points"
Michigan MM,Minnesota JP,Nathan Rothenbaum,Aff,"jeremy m																																																												29																																																																												Ethan M																																																												30","Hamza J																																																												29																																																																												Owen P																																																												29"
NYU DK,UT Dallas BK,Michael Barlow,Neg,"Saianurag K																																																												29																																																																												Sarika D																																																												29","Ragya K																																																												29																																																																												Dustyn B																																																												29"
Northwestern LS,Michigan PR,Casey Harrigan,Neg,"Jack L																																																												29																																																																												Nikola (Nik) S																																																												29","Rafael P																																																												30																																																																												Giorgio R																																																												29"
George Mason AS,Dartmouth GS,Brandon Kelley,Neg,"Mary Beth A																																																												29																																																																												Devon S																																																												29","Ali S																																																												29																																																																												Madeline G																																																												29"
Wyoming MR,Kansas MS,Miles Gray,Neg,"Kiana R																																																												29																																																																												Joshua M																																																												29","Michael S																																																												29																																																																												Mickey M																																																												29"
Texas DW,Dartmouth SW,James Mollison,Aff,"Zachary W																																																												29																																																																												Het D																																																												29","Dylan W																																																												29																																																																												Ellie S																																																												29"
Wake Forest FH,Minnesota AS,Armands Revelins,Aff,"Tessa H																																																												29																																																																												Roberto F																																																												29","Abbie A																																																												28																																																																												Kevin S																																																												29"
Emporia State KS,Weber State BT,Sydney Pasquinelli,Aff,"Keryk K																																																												29																																																																												Niko S																																																												29","Bailey B																																																												28																																																																												Zoe T																																																												28"
Emory RH,Wayne State/West Georgia RF,David Kilpatrick,Aff,"Elijah R																																																												28																																																																												Catherine H																																																												29","Irshad R																																																												28																																																																												Robin F																																																												29"
NYU ST,Emory NP,Reed Van Schenck,Aff,"Alex S																																																												29																																																																												Eugene T																																																												29","Manny N																																																												29																																																																												Jacob P																																																												29"
Wayne State BR,Kansas SS,Anthony Joseph,Neg,"Brandon R																																																												29																																																																												Luke B																																																												29","Ryan S																																																												29																																																																												Jet S																																																												29"
Michigan DN,Dartmouth TV,Zahir Shaikh,Neg,"Alex N																																																												28																																																																												Bennett D																																																												28","Raam T																																																												30																																																																												Tyler V																																																												30"
Michigan State GS,Houston FL,Kurt Fifelski,Aff,"Lena G																																																												29																																																																												Ezra S																																																												29","Patrick F																																																												29																																																																												Gabrielle L																																																												29"
Southern California KS,Missouri State RP,David Rooney,Aff,"Julian K																																																												29																																																																												Kevin S																																																												29","Peyton R																																																												29																																																																												Jessica P																																																												29"
UC Berkeley EE,Harvard/Amherst GM,Young Kwon,Aff,"Michael E																																																												29																																																																												Mark E																																																												29","Chris G																																																												29																																																																												Rishi M																																																												29"
Wake Forest BD,Wayne State MR,chaz wyche,Neg,"Ana B																																																												29																																																																												Ari D																																																												29","Kiara R																																																												30																																																																												Tatianna M																																																												30"
Kansas SM,Emory GK,Valerie McIntosh,Neg,"William S																																																												29																																																																												Zaki M																																																												29","Eugenia G																																																												30																																																																												Grace K																																																												30"
Dartmouth SL,Wake Forest PW,Corey Fisher,Aff,"Arvind S																																																												29																																																																												Zoella L																																																												29","Alex W																																																												29																																																																												Dimarvin P																																																												29"
Harvard/Dartmouth OV,Emory PR,Heather Walters,Neg,"Oge O																																																												29																																																																												Jenny V																																																												28","Andrew P																																																												29																																																																												Shreyas R																																																												29"
